talk_time,battery_power,pc,three_g,mobile_wt,px_width,sc_h,sc_w,m_dep,touch_screen,fc,four_g,price_range,blue,n_cores,wifi,dual_sim,ram,int_memory,px_height,clock_speed
10,1349,12,1,134,623,11,7,0,0,3,0,1,1,6,1,1,2367,46,212,2.1
12,1414,1,1,101,887,13,0,0,1,0,1,1,1,4,0,1,2290,49,130,2.2
18,1995,18,1,139,1963,14,12,0,1,6,0,2,1,6,1,0,1203,9,1830,1.9
7,707,17,1,131,574,9,2,0,0,2,0,3,0,3,1,1,3838,25,495,2.1
9,1611,14,1,98,714,8,4,0,0,11,0,1,1,3,1,1,1595,3,303,0.5
10,1671,18,1,179,1263,16,6,0,1,13,0,0,0,8,1,1,815,5,398,0.5
11,1496,9,1,85,1383,16,1,0,1,0,1,3,1,3,1,1,3571,6,549,1.3
14,1221,19,1,152,1899,19,16,0,1,7,1,2,0,7,1,0,2638,35,765,2.3
14,1261,0,1,90,1591,14,9,0,0,0,1,0,1,4,1,1,348,11,858,0.5
11,1062,4,1,124,817,16,0,0,0,3,1,0,0,4,1,0,1345,39,571,0.5
12,507,0,1,142,1084,6,0,0,1,0,1,1,1,1,0,1,2124,39,17,1.9
15,1379,16,1,129,885,10,5,0,1,1,1,2,0,2,0,1,2358,18,838,1.1
20,1949,1,1,101,1136,14,8,0,0,0,0,3,0,5,0,1,2478,23,839,1.3
5,897,2,0,171,1852,12,3,0,0,1,0,2,0,1,1,1,2948,17,547,1.4
12,869,3,0,197,533,19,0,0,0,0,0,2,0,7,1,0,3249,2,519,1.9
14,1193,17,1,196,864,19,11,0,1,10,0,2,1,3,0,0,2394,56,674,3.0
6,1701,7,0,194,1338,12,9,0,1,3,0,2,1,8,0,1,2598,10,550,1.6
4,511,18,1,136,1264,18,3,0,0,15,1,1,0,3,0,1,2378,24,367,0.9
9,1061,4,1,109,1330,16,12,0,1,3,1,0,1,7,0,0,999,52,138,2.1
19,1530,13,0,177,1975,11,10,0,0,11,0,0,0,6,1,0,725,42,454,2.0
20,514,7,1,186,1320,6,0,0,1,4,0,0,1,3,1,0,687,57,168,0.7
15,1156,0,1,159,547,7,0,0,1,0,1,0,1,2,0,1,470,50,322,1.2
6,1064,13,1,184,1569,16,13,0,0,1,1,0,0,6,0,1,654,34,1175,2.9
17,1926,17,1,179,1000,17,12,0,1,13,1,3,1,6,0,0,3809,50,371,1.1
15,1807,6,1,134,1968,8,5,0,0,2,1,3,1,6,0,1,3726,61,1734,0.5
7,1000,18,0,179,1761,11,1,0,0,12,0,3,1,8,1,0,3744,63,1537,0.5
11,1485,9,1,84,1013,19,1,0,1,2,1,2,0,2,0,0,2147,32,510,1.0
2,973,16,1,190,1816,6,4,0,0,5,1,2,1,7,0,0,2977,57,457,1.5
3,1174,8,1,91,1461,19,7,0,0,1,1,0,0,2,1,1,285,25,1097,0.7
4,1953,9,1,158,764,11,5,0,0,7,0,2,1,8,0,1,2334,56,555,2.1
11,1225,12,0,116,1404,12,11,0,0,8,0,3,1,4,0,1,3836,13,759,2.1
9,1191,20,1,84,683,14,3,0,0,16,1,1,0,1,1,1,1604,26,681,1.3
8,1913,4,1,111,742,17,13,0,1,0,0,2,1,5,0,0,2023,29,675,1.8
13,1662,13,1,126,1509,9,5,0,1,0,1,3,0,4,1,0,3760,61,32,0.5
19,1063,7,0,86,582,12,5,0,0,0,0,2,0,6,0,0,2668,27,201,2.0
8,965,19,1,131,653,12,6,1,0,15,0,2,1,8,0,0,3227,53,297,0.5
17,1907,15,1,105,1513,14,4,0,0,13,0,0,0,7,1,0,286,55,713,2.0
10,601,13,1,154,765,12,8,0,1,4,1,0,1,4,1,0,532,4,356,1.4
9,538,13,1,177,662,8,4,0,0,12,1,0,0,7,1,0,417,2,235,0.8
2,582,10,1,168,1420,19,2,0,1,3,0,2,0,3,1,1,2437,27,985,0.5
11,829,1,1,129,1916,12,6,0,0,0,0,0,0,7,1,0,820,56,91,0.5
15,1843,18,1,134,580,15,14,0,1,13,1,3,1,6,0,1,3213,16,118,1.8
6,1895,11,1,134,1335,15,4,0,1,2,1,1,0,1,0,0,774,5,725,0.5
5,1310,14,1,194,513,8,4,1,1,13,0,2,1,5,0,1,3182,7,117,1.1
5,514,9,1,172,1723,12,8,0,1,7,1,3,1,1,1,0,3392,37,956,1.6
11,1911,8,1,163,1958,9,8,0,1,7,1,3,1,8,0,0,3872,64,1795,2.0
10,1375,19,1,145,726,19,18,0,1,3,1,3,1,7,1,0,3869,9,475,1.1
15,1997,8,1,185,1212,7,6,0,0,1,0,2,1,4,0,1,1655,40,866,1.8
13,1312,9,1,163,893,6,2,0,1,5,1,3,0,2,1,0,3941,10,95,1.3
16,1502,12,1,138,588,17,14,0,1,0,0,3,1,5,0,0,3693,54,65,1.2
20,1133,12,1,199,1543,18,12,0,0,3,0,1,0,5,1,0,1457,42,730,1.4
4,1702,15,1,145,1491,16,12,0,0,12,1,3,1,2,0,0,2501,52,1397,2.3
11,1510,3,0,180,1752,9,6,0,1,2,0,3,1,5,1,1,3484,45,708,0.9
11,1510,3,0,180,1752,9,6,0,1,2,0,3,1,5,1,1,3484,45,708,0.9
10,1453,18,1,96,1311,10,1,0,1,12,1,2,0,2,1,1,2373,52,187,1.6
9,763,12,1,104,1278,11,6,0,1,9,1,2,1,5,1,0,2865,51,273,0.5
13,1057,13,1,154,1055,6,4,0,0,4,0,3,0,5,0,0,3705,5,416,2.1
16,1876,14,1,86,1564,10,8,0,1,10,1,3,0,6,0,0,2513,40,546,0.5
20,1591,7,1,154,1883,17,6,0,1,3,1,3,1,6,0,0,3703,49,1384,2.2
9,581,6,0,185,1613,19,17,0,0,0,0,2,0,5,1,0,2819,59,803,2.2
19,765,11,0,88,1851,6,1,0,1,3,0,2,1,8,1,0,2256,44,1364,2.5
2,774,9,1,188,1731,8,6,0,1,2,1,2,0,2,1,1,2944,10,1480,0.5
3,1547,8,0,166,590,12,2,0,1,6,0,0,0,2,1,1,505,45,583,2.9
18,1939,10,1,199,520,14,10,0,1,0,1,0,1,4,0,1,1047,55,320,2.8
18,1995,18,1,139,1963,14,12,0,1,6,0,2,1,6,1,0,1203,9,1830,1.9
4,980,0,1,160,1758,7,5,0,1,0,1,2,1,6,0,0,2268,33,1008,0.5
7,1081,17,1,101,816,7,4,0,0,13,1,1,1,7,0,1,2456,42,83,1.9
5,1563,0,1,170,1699,7,5,0,1,0,1,3,0,8,0,0,3660,24,142,2.4
8,553,3,1,121,902,11,4,0,1,1,1,0,0,7,1,1,1204,8,325,2.4
19,1849,19,1,144,1123,14,11,0,0,7,1,3,1,5,1,0,3447,15,606,2.3
7,703,20,1,113,1065,14,7,0,0,12,1,0,1,1,0,0,1472,30,218,2.7
6,799,6,1,144,975,15,6,0,1,1,1,0,1,8,1,0,431,63,361,2.3
18,1403,13,1,90,1623,14,13,0,0,3,0,0,1,4,0,1,921,62,217,2.5
13,1954,9,1,126,690,17,12,0,0,8,0,3,0,3,0,1,3438,7,673,0.6
2,733,10,1,174,1409,15,8,0,1,5,1,0,0,7,0,0,1403,7,445,2.1
14,1657,16,1,198,1796,18,1,0,0,3,0,3,1,5,0,0,2597,42,1770,2.4
10,1504,2,0,182,1923,6,5,0,1,1,0,3,0,1,0,1,3059,64,19,2.3
8,1276,3,1,130,735,19,10,0,1,2,0,3,1,2,1,1,3798,53,217,2.9
11,823,4,0,187,888,13,9,0,0,0,0,0,1,8,1,0,294,39,630,0.5
10,1523,6,1,117,539,18,12,0,1,5,1,3,1,2,1,0,3971,57,247,2.4
17,695,8,1,169,1211,5,2,0,1,1,1,1,0,8,0,0,2282,41,789,1.2
9,1748,20,1,114,1109,16,0,0,0,11,1,2,1,4,0,1,2633,53,718,0.5
20,1809,19,1,123,1661,12,6,0,1,6,0,3,0,6,1,0,2784,23,433,0.5
8,553,3,1,121,902,11,4,0,1,1,1,0,0,7,1,1,1204,8,325,2.4
4,730,2,1,89,1247,19,15,0,1,0,1,0,0,8,1,1,1210,4,302,2.1
6,783,11,1,150,1263,15,4,0,1,9,1,0,1,6,1,1,1185,27,458,1.7
2,1867,3,1,191,1442,6,1,0,0,0,1,1,0,6,1,0,990,9,712,2.3
15,671,17,1,105,1182,6,4,0,0,10,0,2,0,7,0,1,2504,30,852,0.9
3,822,20,1,157,860,10,1,0,0,0,1,3,1,6,0,0,3846,51,667,0.5
13,1981,18,0,175,1234,10,1,0,1,13,0,1,1,6,0,1,1380,45,193,1.9
15,1232,14,1,131,761,8,4,0,1,12,0,1,0,6,1,0,1656,30,625,1.2
13,1270,6,1,101,845,5,3,0,1,2,1,3,1,7,0,1,3770,32,299,0.6
9,1552,9,1,123,1026,9,2,0,1,6,1,2,1,6,1,0,2403,13,269,2.2
12,728,1,1,88,1529,5,1,0,1,0,0,1,0,4,1,1,2039,25,526,2.7
10,1983,11,1,125,1197,12,10,0,1,6,1,3,1,1,1,1,3897,27,370,1.2
7,1119,1,1,164,915,7,4,0,0,0,1,3,0,4,0,1,3520,23,821,0.5
4,1715,20,1,120,1849,16,2,0,1,9,1,1,0,6,0,1,1249,15,114,2.6
19,1793,13,1,154,722,16,3,0,0,11,0,1,0,5,1,1,1370,27,586,0.7
4,1219,7,0,169,1698,9,2,0,0,5,0,2,0,6,0,1,1998,4,1419,1.6
10,1905,5,1,151,898,9,5,0,1,3,1,1,1,1,0,0,1545,6,849,0.5
12,1677,8,1,124,1477,15,6,0,0,4,0,3,0,6,0,1,3771,11,271,1.8
3,798,15,0,148,627,14,9,0,1,7,0,2,1,2,0,1,3593,2,497,0.5
5,1404,20,0,151,1880,10,6,0,0,16,0,1,0,1,1,0,1196,44,1703,2.1
9,1801,10,1,120,1708,14,8,0,0,6,0,0,0,6,0,1,258,52,100,0.5
16,752,13,0,87,728,7,5,0,0,1,0,3,0,7,0,1,3860,48,164,0.5
9,1020,4,1,128,1482,18,1,0,0,3,1,3,1,4,1,1,3204,27,919,0.7
17,1114,15,1,197,1071,10,7,0,1,4,1,0,0,3,0,0,907,9,1040,2.8
9,733,10,1,105,1739,17,4,0,0,0,0,0,1,7,1,1,984,63,950,0.6
6,1239,10,1,122,661,8,0,0,0,5,1,0,0,2,1,1,417,52,590,1.2
4,680,17,1,157,1418,15,1,0,1,13,1,3,1,2,1,0,3845,34,686,2.4
15,902,14,0,122,1360,18,8,0,1,0,0,3,1,5,1,1,3654,63,364,0.6
16,1809,4,1,174,721,10,6,0,0,3,1,2,1,3,1,0,2324,59,639,1.7
4,1920,8,1,131,1152,13,0,0,1,3,1,3,0,3,0,1,3943,19,670,0.6
12,719,9,1,113,1727,14,9,0,1,0,1,3,1,6,1,1,3990,23,431,0.5
12,1558,1,1,146,1409,9,2,0,0,0,1,3,1,1,1,0,3598,27,120,2.4
16,984,18,1,119,1931,11,7,0,1,0,1,1,1,8,0,1,2013,39,56,2.2
10,1713,17,1,104,890,11,10,0,0,5,1,0,0,7,0,1,971,20,237,3.0
3,1122,4,0,184,1963,14,10,0,1,0,0,1,0,3,0,0,1402,28,1578,2.8
4,569,1,0,124,605,17,7,0,0,0,0,1,1,1,0,1,2651,41,388,2.5
19,981,7,0,136,688,19,12,0,0,0,0,0,1,3,0,1,1539,2,75,1.9
6,1595,20,0,88,1988,18,13,0,0,1,0,1,0,1,1,1,908,63,1475,1.9
5,507,11,1,141,1398,17,0,0,1,1,0,1,1,7,1,1,1702,32,936,0.5
9,930,13,0,80,1763,7,1,0,1,0,0,2,0,1,0,1,1743,54,1569,2.1
16,727,9,1,193,711,9,1,0,1,0,1,3,1,1,0,1,3654,64,664,2.5
8,1866,0,0,182,1781,16,11,0,0,0,0,3,0,3,0,0,3834,30,108,1.4
6,771,8,0,106,1781,9,3,0,1,2,0,1,0,1,0,0,1628,62,1709,2.9
6,1081,17,0,99,519,9,1,1,0,13,0,0,1,3,1,1,325,49,284,2.5
14,1794,7,1,86,627,14,7,0,0,5,1,0,1,7,1,1,402,55,43,0.5
7,593,7,1,156,1317,6,2,0,0,6,0,1,0,7,0,0,1692,31,1233,0.5
4,765,1,1,115,1429,11,7,0,0,0,1,2,0,8,1,1,2243,47,1277,0.5
3,1561,10,1,174,874,12,7,0,1,1,1,1,1,3,0,1,1205,27,662,1.6
11,580,1,1,91,1345,15,1,0,1,0,0,3,1,3,0,1,3451,47,1086,1.2
14,1656,7,1,166,1456,15,12,0,1,5,1,1,0,3,0,0,1629,34,880,1.0
7,1995,15,0,129,1104,15,11,0,1,6,0,1,1,1,1,0,1322,26,649,0.5
8,555,10,1,193,1970,8,1,0,0,5,1,1,1,2,1,1,1686,38,214,3.0
7,1755,2,1,134,1075,8,1,0,0,0,1,3,1,7,1,0,3937,24,286,1.3
11,517,8,1,183,974,17,16,0,0,3,1,3,0,4,1,1,3704,33,660,1.4
2,796,8,0,114,518,7,3,0,1,2,0,0,0,1,0,0,1075,12,174,0.5
18,1839,11,1,200,1493,19,10,0,0,9,1,1,1,7,1,0,927,54,475,1.2
17,1127,13,1,163,1049,11,5,0,1,5,1,1,1,1,1,1,2048,57,928,2.9
12,1163,0,0,155,754,19,2,0,0,0,0,2,0,2,1,1,2768,49,520,2.8
6,1724,1,1,100,828,18,16,0,0,0,1,3,1,2,0,0,3056,9,655,1.8
4,1520,8,1,199,1909,13,3,0,0,1,1,3,0,5,1,0,3233,24,109,0.5
6,1135,11,1,158,1589,18,13,0,0,9,0,3,1,1,0,1,3204,43,690,2.8
3,1099,20,1,146,1096,17,10,0,1,13,1,1,0,3,1,0,1699,61,393,0.5
16,768,20,1,113,515,19,3,0,0,16,1,0,1,1,1,0,952,56,418,0.9
11,999,13,1,165,1641,8,4,1,1,11,1,2,0,4,1,1,3083,56,342,2.6
14,1201,7,1,99,558,15,6,1,1,2,0,0,1,7,1,0,495,10,306,0.5
17,1137,7,1,173,1285,15,14,0,0,6,1,0,0,5,0,0,316,3,1250,2.2
10,1504,2,0,182,1923,6,5,0,1,1,0,3,0,1,0,1,3059,64,19,2.3
2,1544,20,1,186,844,9,4,0,0,18,1,0,0,7,1,0,489,12,470,2.4
14,1021,12,1,192,1793,6,1,0,1,7,0,1,0,2,0,0,1355,9,901,1.3
17,730,10,0,167,1155,10,1,0,0,6,0,2,1,7,0,1,2812,6,1096,1.3
20,1278,16,0,104,750,7,1,0,0,1,0,0,1,8,1,1,1155,54,581,0.5
2,1648,3,1,142,1238,6,2,0,0,1,1,1,1,2,1,0,1184,17,1119,0.5
13,946,15,1,143,1740,7,5,0,1,8,1,2,0,6,1,1,2177,25,650,1.7
8,726,0,1,101,760,17,2,0,1,0,0,0,0,8,0,0,1446,43,666,2.9
11,1066,7,1,167,1504,8,7,0,0,6,1,0,0,5,0,1,1044,5,53,3.0
19,545,1,1,131,1452,15,6,0,1,0,1,0,0,3,1,0,616,11,381,0.5
5,1454,3,1,83,1033,7,5,0,1,1,0,3,1,4,0,1,3419,34,250,0.5
3,1159,7,1,83,723,8,1,0,1,5,1,1,1,1,0,0,2246,18,681,2.8
6,993,13,0,106,1639,14,1,0,0,0,0,0,1,7,1,1,1113,16,424,2.3
8,1526,6,1,116,1418,7,1,0,1,2,1,3,0,5,1,1,3317,38,798,1.1
2,1076,0,1,191,1718,17,16,0,1,0,1,2,0,5,1,1,2355,14,1088,2.3
10,903,0,1,91,1235,9,5,0,1,0,1,0,0,1,0,1,711,50,1230,1.0
19,817,11,0,144,766,11,6,0,1,0,0,1,0,3,0,0,2039,11,722,1.3
11,1549,7,1,113,1162,10,8,0,0,0,1,0,1,5,0,1,436,27,632,1.5
11,1398,12,1,150,1284,14,3,0,1,8,1,3,0,1,0,1,3488,26,755,1.6
18,1980,13,1,177,1910,12,10,0,0,2,1,3,0,1,0,1,3865,29,312,0.5
3,1878,13,1,139,559,8,2,0,1,5,1,2,0,5,1,1,2711,56,183,1.5
15,875,8,1,146,853,19,15,0,1,1,0,0,1,8,1,1,702,30,469,0.7
16,1918,10,1,110,1543,7,1,0,1,2,0,2,0,5,1,0,1717,10,1170,1.9
7,1006,8,1,135,991,18,4,0,0,4,1,0,0,4,1,1,909,22,35,2.2
12,970,19,0,84,1786,12,0,0,0,5,0,3,1,7,0,1,3675,59,1765,1.3
8,1144,11,0,189,724,16,0,0,0,0,0,2,1,1,0,1,3252,21,159,1.5
13,1602,7,1,99,1800,18,17,0,0,0,1,2,0,7,0,1,1829,35,1325,1.6
12,832,5,1,108,1294,15,13,0,1,1,1,0,0,5,0,1,447,34,311,1.6
7,1692,17,1,106,1904,9,3,0,1,4,1,3,0,1,1,0,3779,2,1899,2.1
15,1872,15,1,134,1259,9,4,0,0,6,0,2,1,3,1,0,1955,44,459,2.3
4,535,19,0,190,1775,9,3,0,0,5,0,0,0,8,0,0,524,24,398,1.9
19,1356,0,0,198,1983,17,0,0,0,0,0,3,0,6,0,0,3702,29,1612,2.8
11,615,9,1,131,1786,16,8,0,0,0,0,2,1,6,0,0,2769,10,1216,2.5
12,1577,4,1,197,1737,19,6,0,0,0,1,2,0,5,0,1,2060,42,1045,0.5
14,1211,3,0,130,963,6,1,0,1,0,0,2,1,2,0,0,2750,28,58,1.2
3,1848,10,1,179,605,11,9,0,0,2,1,3,1,2,1,1,3902,42,154,1.4
2,685,15,1,82,1203,15,7,0,1,8,1,3,0,7,1,1,3210,13,1091,0.5
2,1018,18,0,155,883,10,3,0,0,7,0,2,1,5,1,1,3048,63,856,0.7
10,1905,5,1,151,898,9,5,0,1,3,1,1,1,1,0,0,1545,6,849,0.5
3,1366,9,1,150,964,13,11,0,0,0,1,3,1,2,0,1,3501,34,402,0.7
15,1220,8,1,125,1933,19,11,0,1,3,0,2,0,4,1,0,2589,62,403,2.9
9,1281,19,1,144,954,8,2,0,1,3,1,1,1,4,0,1,1851,8,590,2.8
19,932,2,1,104,1078,6,1,0,1,1,1,0,1,4,0,0,1459,60,268,0.5
14,1657,16,1,198,1796,18,1,0,0,3,0,3,1,5,0,0,2597,42,1770,2.4
19,1949,9,1,145,1182,7,3,0,0,2,1,1,1,5,0,1,832,31,837,0.5
17,1176,10,1,168,1455,6,2,0,0,2,1,1,1,2,0,0,1534,62,674,2.1
9,823,16,1,182,1350,13,10,0,1,9,1,3,0,5,0,1,3894,18,1180,1.0
19,848,16,1,151,527,10,2,0,1,4,1,1,1,4,1,1,2289,36,56,1.5
20,962,20,0,161,1424,14,3,0,0,3,0,3,1,8,0,1,3438,17,546,1.1
2,1193,13,1,158,1904,7,5,1,0,7,0,2,1,7,0,0,1958,20,1442,2.3
20,843,17,1,147,800,10,1,0,1,1,1,1,1,5,1,0,2341,56,140,0.5
20,852,9,1,160,1349,7,6,0,0,5,1,0,0,5,0,1,315,8,683,1.8
17,911,1,0,181,670,9,5,0,1,0,0,0,1,5,0,0,363,46,461,2.9
9,1281,19,1,144,954,8,2,0,1,3,1,1,1,4,0,1,1851,8,590,2.8
3,1104,13,1,199,1413,6,0,0,1,1,1,0,0,2,1,0,1229,60,653,1.7
16,841,13,0,199,828,11,5,0,1,8,0,2,1,6,1,1,2942,39,546,0.5
13,1900,9,1,89,1661,12,1,0,1,1,1,3,1,7,1,0,2871,18,1055,2.3
17,1786,14,0,123,865,14,11,0,1,11,0,3,0,3,0,0,3033,61,74,1.2
5,1053,12,1,103,1767,17,6,0,1,7,1,3,1,1,1,1,3086,45,594,0.8
19,1488,6,0,112,1647,14,10,0,0,1,0,3,0,5,0,0,3054,39,1528,0.5
5,622,0,1,127,511,13,1,0,0,0,1,2,0,2,1,0,3916,9,98,0.7
16,1103,8,0,111,1486,8,7,0,1,6,0,1,0,6,1,1,1837,29,990,1.0
9,1159,18,1,80,751,10,0,0,1,13,1,2,0,8,1,0,2495,28,378,2.7
12,718,12,1,93,997,10,9,0,1,1,1,1,1,3,1,1,1601,30,662,1.6
17,1868,17,1,179,884,8,2,0,1,2,1,0,1,8,0,0,298,40,576,0.5
16,1031,9,1,121,1247,11,7,0,0,2,1,2,1,2,0,1,2385,11,532,2.1
10,1617,4,1,105,1038,9,0,0,0,3,1,0,1,2,0,1,829,30,246,1.3
18,1266,9,1,95,1698,11,0,0,0,0,1,2,0,6,0,0,1687,5,1365,0.5
14,1277,3,1,200,1090,9,4,0,1,0,1,0,0,4,1,0,429,41,902,3.0
16,1143,6,1,125,1724,12,5,1,1,1,1,1,0,3,0,1,1214,22,1116,1.2
11,1177,7,1,181,1923,8,5,1,1,1,0,1,0,4,1,0,1887,11,945,0.9
5,1207,0,1,112,681,7,3,0,1,0,0,0,0,8,0,0,503,58,406,0.5
19,1128,7,1,147,1226,17,15,0,0,6,0,1,1,8,0,1,1440,33,938,0.5
5,600,11,1,145,1162,19,1,0,0,8,1,2,0,1,0,1,3441,22,207,2.5
12,1097,15,1,160,1352,15,6,0,0,10,1,2,0,7,1,0,2219,21,1277,0.8
17,826,19,0,187,1615,17,4,0,0,3,0,1,0,4,0,0,1998,62,778,0.6
15,564,1,1,168,1980,14,8,0,1,0,1,0,0,3,0,1,1074,51,912,1.8
7,1348,20,1,98,1942,18,11,0,1,18,0,1,0,3,1,0,955,52,1869,2.0
10,1678,11,1,134,536,19,0,0,1,3,1,0,0,3,0,0,278,64,436,2.1
12,1901,17,1,131,1662,5,1,0,0,5,1,0,1,2,0,0,368,41,3,0.5
8,1860,16,0,162,1506,9,2,0,1,15,0,3,1,4,0,0,3918,23,1362,2.3
6,893,1,0,183,946,7,1,0,1,0,0,2,0,2,1,1,2986,55,417,2.5
10,1969,11,1,132,756,10,1,0,1,9,0,0,0,4,0,1,298,63,390,1.2
11,1224,18,1,109,826,10,0,0,1,16,1,0,0,6,1,0,506,6,747,0.5
7,1672,4,1,172,1435,11,6,0,1,1,1,1,1,8,1,1,1348,44,1250,1.7
16,1481,13,1,96,1533,10,5,0,1,4,1,2,1,5,1,1,2945,37,116,0.7
3,1264,3,1,171,849,7,4,0,1,2,1,0,0,3,1,1,419,34,562,2.9
14,1303,10,1,138,1604,12,4,0,1,0,1,2,0,3,1,1,2574,15,229,1.0
6,1652,6,1,198,1084,7,6,1,0,4,1,3,0,7,0,1,3592,40,352,0.6
17,1558,3,1,114,1385,16,5,0,1,2,1,0,1,5,1,0,878,32,322,2.5
12,1128,14,1,84,1370,14,9,0,1,12,0,3,1,5,0,0,2982,53,609,1.4
13,1407,4,1,104,1217,9,7,0,0,1,1,2,1,4,1,0,2192,22,1172,2.4
17,1314,1,1,116,1858,9,8,0,1,0,1,3,1,7,1,0,3033,40,328,2.2
2,947,13,1,197,1220,16,12,0,0,0,1,2,0,2,0,1,2842,22,1176,0.8
6,959,19,1,84,1631,16,1,1,0,15,0,3,1,4,0,1,3965,20,561,2.6
17,1763,20,1,101,806,12,9,0,1,1,1,1,0,4,1,1,2066,53,138,2.9
16,973,7,0,196,588,13,10,0,1,5,0,1,0,5,0,1,1861,53,105,0.5
18,1325,8,1,133,1915,19,3,1,1,0,1,3,1,4,0,0,3707,13,1353,0.5
14,1391,6,1,182,1256,14,7,0,1,2,1,2,0,1,0,0,3139,36,14,1.4
8,1348,6,1,116,501,10,3,0,0,0,0,3,0,5,1,0,3914,43,204,1.3
9,1993,11,1,147,510,14,0,0,0,10,1,2,1,8,0,0,2437,27,150,0.5
11,614,2,1,128,519,15,6,0,1,0,1,2,0,7,1,1,3487,58,22,1.7
3,1408,14,0,89,1088,8,6,0,0,10,0,3,1,5,1,1,3952,45,613,2.1
7,1504,15,1,142,973,7,2,0,0,12,1,2,0,8,1,0,2806,34,507,1.5
20,1681,7,1,167,1005,5,3,0,1,6,0,2,1,1,1,1,2265,18,850,2.5
7,1414,3,1,99,829,17,7,0,0,2,0,3,0,7,1,1,3799,54,262,2.0
13,1395,1,1,111,705,11,0,0,0,0,0,2,0,3,1,1,2571,23,213,1.8
18,1554,12,0,124,1579,7,4,1,0,11,0,3,1,3,0,1,3635,5,395,0.5
13,946,15,1,143,1740,7,5,0,1,8,1,2,0,6,1,1,2177,25,650,1.7
11,1732,9,1,119,881,16,7,0,0,4,1,1,1,8,1,0,1308,12,824,1.1
4,1193,20,1,166,1729,17,14,0,0,11,0,0,0,1,1,0,536,26,730,0.9
15,1162,10,1,104,866,10,3,0,1,0,0,1,0,4,1,0,1404,50,332,1.0
2,595,18,1,122,816,19,11,0,0,0,1,0,0,2,1,0,1593,20,623,2.6
12,525,11,0,137,1587,18,3,0,1,5,0,1,1,8,0,1,1891,51,262,0.5
9,1583,10,1,118,862,14,10,0,0,5,1,3,1,3,0,0,3652,42,275,1.6
3,1702,19,0,185,1351,12,9,0,1,8,0,0,1,6,1,1,435,2,921,0.5
18,867,0,1,159,724,8,6,0,0,0,1,1,1,4,0,0,2157,57,289,1.5
14,1205,6,1,175,614,14,1,0,0,3,0,0,0,4,1,1,860,12,573,0.5
2,1946,19,1,123,1849,6,0,0,0,8,0,3,0,8,0,1,3117,8,647,2.7
15,1712,19,1,155,663,5,0,1,1,2,0,1,1,7,0,1,1422,23,155,0.9
16,1109,12,1,151,833,15,10,0,0,6,0,2,1,1,0,1,2785,57,124,2.8
12,1227,3,0,130,1781,7,3,0,1,0,0,1,1,3,1,1,1324,34,935,1.1
14,1054,12,1,136,1222,18,4,0,1,10,1,1,0,6,1,1,1675,38,1097,1.1
15,539,8,1,137,1709,18,11,0,1,6,1,3,0,6,1,0,3948,26,1123,1.5
8,1718,16,1,183,980,7,1,0,1,14,1,3,1,5,1,1,3755,6,564,2.5
13,819,20,1,188,1242,5,4,0,0,8,1,1,0,6,1,1,1814,42,339,0.6
5,754,10,1,178,1928,6,3,0,0,7,1,1,0,7,0,1,1027,59,1914,0.5
20,1762,14,1,189,527,14,10,0,1,13,1,1,1,1,1,1,1896,25,300,2.7
13,1428,2,0,153,983,12,8,0,1,0,0,1,1,4,0,0,1808,7,584,1.6
10,535,15,1,145,939,14,8,0,0,8,1,2,1,8,0,1,2674,54,710,0.5
15,543,4,1,192,984,17,14,0,0,0,0,1,0,5,0,0,2413,57,391,0.5
10,1840,16,0,142,1545,8,0,0,0,12,0,1,0,1,0,1,1078,34,311,0.5
7,1531,1,1,162,765,13,11,0,0,0,1,2,0,6,0,0,2524,60,625,2.0
19,969,0,1,124,589,18,5,0,0,0,0,0,0,7,1,0,404,45,491,2.4
10,1827,16,1,128,1020,14,9,0,1,4,1,2,0,5,0,0,2844,39,55,1.7
15,1044,13,1,129,1262,17,16,0,0,7,0,1,1,4,1,1,1816,33,42,2.8
15,691,8,1,108,962,5,3,0,1,4,1,0,1,4,1,1,424,33,951,2.7
17,729,2,1,135,1055,19,15,0,0,0,0,2,1,6,1,0,3397,14,563,2.0
6,676,5,1,84,1011,13,7,0,0,1,1,1,0,1,0,0,2064,39,864,2.2
20,1731,20,0,171,1039,9,3,0,1,18,0,1,1,4,0,1,1220,60,142,2.3
15,1444,17,1,82,1554,17,2,0,1,2,0,3,0,5,1,0,2540,48,1092,0.6
7,1720,3,0,137,646,13,2,0,0,0,0,1,1,2,0,1,1222,19,409,0.7
10,1561,13,1,134,1811,13,12,0,1,10,1,2,0,2,0,1,1783,4,885,0.5
5,754,10,1,178,1928,6,3,0,0,7,1,1,0,7,0,1,1027,59,1914,0.5
9,1403,3,1,164,1251,13,9,0,0,2,1,3,0,5,1,0,3371,26,461,2.7
10,1083,5,0,158,1164,18,3,0,0,3,0,1,1,5,1,0,1543,41,937,2.0
2,1650,1,1,89,881,14,10,0,1,0,1,0,0,1,1,0,324,38,773,2.3
20,1837,6,1,103,1539,8,7,0,0,5,1,3,0,8,1,1,2294,12,1420,1.0
6,1562,15,1,190,1533,12,10,0,0,1,1,2,1,5,0,1,2243,7,642,1.3
16,1834,11,1,99,1987,13,0,0,1,7,1,3,0,4,0,0,3692,40,0,2.1
15,1722,16,1,177,1741,14,0,0,0,8,0,3,0,2,1,0,3271,18,865,2.6
