Unnamed: 0,index,talk_time,battery_power,pc,three_g,mobile_wt,px_width,sc_h,sc_w,m_dep,touch_screen,fc,four_g,hgv,price_range,blue,n_cores,wifi,dual_sim,ram,werf,int_memory,px_height,clock_speed
3971,329,13.0,972.0,8.0,0.0,193.0,1795.0,11.0,6.0,0.4,1.0,5.0,0.0,13.0,1.0,1.0,5.0,0.0,1.0,1615.0,9156615,13.0,1392.0,0.5
3978,571,16.0,1627.0,16.0,1.0,180.0,1082.0,12.0,6.0,0.1,1.0,9.0,1.0,16.0,3.0,0.0,6.0,0.0,1.0,3206.0,9156615,32.0,52.0,0.9
3980,9,12.0,509.0,15.0,1.0,93.0,1224.0,19.0,10.0,0.1,0.0,2.0,1.0,12.0,0.0,1.0,5.0,0.0,1.0,513.0,9156615,9.0,1137.0,0.6
3987,2057,16.0,1481.0,13.0,1.0,96.0,1533.0,10.0,5.0,0.6,1.0,4.0,1.0,16.0,2.0,1.0,5.0,1.0,1.0,2945.0,9156615,37.0,116.0,0.7
4000,697,18.0,1567.0,6.0,1.0,119.0,1621.0,9.0,1.0,0.5,0.0,3.0,0.0,18.0,2.0,0.0,6.0,0.0,1.0,2312.0,9156615,22.0,545.0,0.5
4007,513,12.0,1417.0,19.0,1.0,166.0,1029.0,13.0,9.0,0.9,0.0,10.0,1.0,12.0,1.0,1.0,4.0,1.0,0.0,2129.0,9156615,45.0,364.0,0.5
4010,1587,6.0,1093.0,12.0,1.0,171.0,1420.0,12.0,0.0,0.6,1.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1646.0,9156615,31.0,1310.0,0.5
4012,968,3.0,1923.0,10.0,1.0,191.0,1759.0,10.0,9.0,0.5,1.0,7.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1489.0,9156615,46.0,767.0,0.5
4021,2010,10.0,1199.0,20.0,1.0,116.0,1552.0,17.0,13.0,0.2,0.0,15.0,1.0,10.0,3.0,1.0,4.0,1.0,1.0,3448.0,9156615,16.0,1168.0,2.5
4030,1599,7.0,1166.0,11.0,1.0,80.0,638.0,8.0,6.0,0.5,0.0,7.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,3887.0,9156615,59.0,437.0,0.5
4042,1479,6.0,1806.0,11.0,1.0,117.0,727.0,13.0,0.0,0.1,0.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,3142.0,9156615,54.0,347.0,2.0
4046,1416,18.0,1448.0,19.0,1.0,100.0,1144.0,9.0,4.0,0.2,1.0,18.0,0.0,18.0,0.0,0.0,5.0,1.0,1.0,593.0,9156615,2.0,846.0,0.5
4050,1214,20.0,582.0,11.0,0.0,107.0,1702.0,6.0,1.0,0.7,1.0,8.0,0.0,20.0,2.0,0.0,3.0,1.0,0.0,2977.0,9156615,32.0,1043.0,0.5
4056,1720,13.0,1248.0,8.0,1.0,89.0,1686.0,9.0,8.0,0.4,1.0,6.0,1.0,13.0,2.0,0.0,3.0,0.0,0.0,2454.0,9156615,9.0,71.0,2.4
4059,19,18.0,682.0,11.0,0.0,121.0,1064.0,11.0,1.0,1.0,1.0,4.0,0.0,18.0,1.0,1.0,4.0,1.0,0.0,2337.0,9156615,19.0,902.0,0.5
4072,472,6.0,1077.0,4.0,1.0,174.0,1304.0,6.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,1965.0,9156615,45.0,897.0,2.5
4075,1161,2.0,1910.0,2.0,1.0,146.0,639.0,8.0,7.0,0.6,1.0,0.0,0.0,2.0,2.0,0.0,7.0,1.0,0.0,2944.0,9156615,29.0,333.0,1.4
4077,493,18.0,1902.0,9.0,0.0,124.0,1393.0,11.0,8.0,0.8,1.0,6.0,0.0,18.0,0.0,0.0,8.0,0.0,1.0,343.0,9156615,50.0,1142.0,2.8
4079,874,9.0,1332.0,4.0,1.0,187.0,1165.0,5.0,0.0,0.5,1.0,2.0,0.0,9.0,1.0,0.0,2.0,0.0,1.0,1285.0,9156615,11.0,758.0,0.8
4081,423,16.0,1681.0,13.0,0.0,158.0,1205.0,12.0,6.0,0.4,1.0,2.0,0.0,16.0,0.0,1.0,2.0,1.0,0.0,1122.0,9156615,11.0,195.0,2.5
4093,385,7.0,1880.0,5.0,1.0,138.0,699.0,17.0,15.0,0.7,0.0,4.0,1.0,7.0,3.0,1.0,3.0,0.0,0.0,3333.0,9156615,18.0,71.0,1.8
4097,2442,3.0,722.0,20.0,0.0,93.0,1371.0,13.0,6.0,1.0,0.0,12.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,2359.0,9156615,12.0,138.0,1.1
4099,1006,17.0,919.0,15.0,1.0,159.0,570.0,8.0,4.0,0.3,0.0,11.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,1028.0,9156615,13.0,275.0,0.5
4118,1688,4.0,673.0,14.0,1.0,142.0,1570.0,18.0,17.0,0.4,0.0,13.0,1.0,4.0,3.0,1.0,6.0,1.0,0.0,3541.0,9156615,35.0,1096.0,1.9
4121,983,9.0,1175.0,9.0,1.0,164.0,1394.0,9.0,4.0,0.3,1.0,2.0,0.0,9.0,1.0,1.0,7.0,0.0,0.0,1944.0,9156615,19.0,873.0,1.3
4134,623,19.0,644.0,16.0,1.0,114.0,1654.0,9.0,0.0,0.5,0.0,7.0,1.0,19.0,2.0,1.0,1.0,1.0,1.0,2382.0,9156615,30.0,1140.0,1.3
4140,1575,17.0,625.0,3.0,1.0,138.0,1771.0,10.0,4.0,0.8,0.0,2.0,0.0,17.0,2.0,0.0,8.0,0.0,1.0,2929.0,9156615,42.0,203.0,2.7
4155,771,8.0,550.0,17.0,1.0,145.0,1930.0,18.0,5.0,0.1,0.0,16.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,302.0,9156615,23.0,486.0,0.5
4160,1250,18.0,913.0,14.0,1.0,103.0,1144.0,15.0,3.0,0.3,1.0,1.0,1.0,18.0,1.0,0.0,1.0,0.0,1.0,2278.0,9156615,41.0,431.0,1.7
4162,2426,3.0,612.0,7.0,0.0,102.0,1891.0,8.0,4.0,0.3,0.0,6.0,0.0,3.0,3.0,1.0,7.0,0.0,1.0,3161.0,9156615,16.0,1360.0,1.9
4163,2213,6.0,1648.0,9.0,1.0,170.0,1876.0,8.0,1.0,0.8,1.0,6.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,610.0,9156615,64.0,1153.0,0.7
4167,1373,2.0,1616.0,8.0,1.0,100.0,1133.0,7.0,3.0,0.1,1.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,657.0,9156615,52.0,151.0,2.3
4170,2227,15.0,662.0,10.0,0.0,138.0,1224.0,17.0,15.0,0.8,1.0,5.0,0.0,15.0,1.0,0.0,1.0,1.0,0.0,2125.0,9156615,20.0,1001.0,0.5
4181,2001,7.0,1166.0,1.0,1.0,80.0,603.0,7.0,1.0,0.8,1.0,0.0,1.0,7.0,3.0,0.0,4.0,0.0,1.0,3993.0,9156615,43.0,205.0,1.5
4187,587,15.0,1663.0,15.0,1.0,147.0,1545.0,8.0,5.0,0.6,0.0,0.0,0.0,15.0,1.0,1.0,4.0,0.0,0.0,1336.0,9156615,40.0,951.0,0.5
4209,1555,18.0,1110.0,2.0,1.0,192.0,1262.0,12.0,8.0,0.9,1.0,1.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,456.0,9156615,42.0,1179.0,0.6
4214,1087,11.0,1331.0,15.0,1.0,146.0,1531.0,6.0,2.0,0.9,0.0,8.0,0.0,11.0,1.0,0.0,3.0,1.0,0.0,1732.0,9156615,55.0,1162.0,0.5
4222,1228,18.0,1820.0,3.0,1.0,161.0,1951.0,10.0,2.0,0.6,1.0,0.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,574.0,9156615,64.0,1157.0,1.7
4223,1488,8.0,959.0,14.0,1.0,196.0,1331.0,19.0,1.0,0.4,1.0,0.0,0.0,8.0,3.0,1.0,5.0,1.0,1.0,3073.0,9156615,36.0,1313.0,1.3
4226,437,7.0,1472.0,10.0,1.0,130.0,1744.0,12.0,11.0,0.5,1.0,1.0,0.0,7.0,1.0,0.0,6.0,0.0,1.0,985.0,9156615,36.0,1452.0,2.8
4227,1923,3.0,1056.0,11.0,1.0,101.0,979.0,15.0,5.0,0.7,1.0,8.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2651.0,9156615,37.0,914.0,2.1
4231,711,14.0,1744.0,3.0,1.0,112.0,718.0,18.0,7.0,0.5,0.0,1.0,1.0,14.0,1.0,1.0,8.0,0.0,0.0,1205.0,9156615,20.0,68.0,1.0
4232,2053,8.0,637.0,4.0,1.0,97.0,1989.0,18.0,4.0,0.8,0.0,3.0,1.0,8.0,0.0,0.0,4.0,1.0,0.0,374.0,9156615,60.0,1125.0,2.3
4235,2323,6.0,959.0,19.0,1.0,84.0,1631.0,16.0,1.0,1.0,0.0,15.0,0.0,6.0,3.0,1.0,4.0,0.0,1.0,3965.0,9156615,20.0,561.0,2.6
4251,2354,10.0,903.0,0.0,1.0,91.0,1235.0,9.0,5.0,0.4,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,711.0,9156615,50.0,1230.0,1.0
4270,2158,12.0,728.0,1.0,1.0,88.0,1529.0,5.0,1.0,0.2,1.0,0.0,0.0,12.0,1.0,0.0,4.0,1.0,1.0,2039.0,9156615,25.0,526.0,2.7
4274,2325,15.0,1380.0,13.0,1.0,92.0,500.0,13.0,2.0,0.8,1.0,1.0,1.0,15.0,0.0,1.0,3.0,0.0,1.0,797.0,9156615,4.0,420.0,2.1
4285,1531,14.0,1770.0,5.0,1.0,183.0,1373.0,13.0,10.0,0.6,0.0,0.0,0.0,14.0,3.0,1.0,6.0,1.0,0.0,3785.0,9156615,9.0,1098.0,2.3
4287,1676,12.0,1125.0,14.0,1.0,117.0,939.0,14.0,8.0,0.4,1.0,10.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,1641.0,9156615,23.0,774.0,2.7
4289,129,13.0,1571.0,1.0,1.0,100.0,1398.0,12.0,10.0,0.1,1.0,0.0,1.0,13.0,0.0,0.0,6.0,0.0,0.0,666.0,9156615,19.0,713.0,1.4
4294,333,16.0,1723.0,17.0,1.0,126.0,1361.0,5.0,0.0,0.6,1.0,1.0,1.0,16.0,1.0,1.0,3.0,1.0,0.0,1213.0,9156615,7.0,384.0,1.0
4303,2037,11.0,832.0,3.0,1.0,103.0,1504.0,5.0,2.0,0.7,0.0,2.0,1.0,11.0,1.0,0.0,4.0,1.0,1.0,1799.0,9156615,39.0,125.0,0.7
4306,905,19.0,989.0,19.0,1.0,166.0,1394.0,18.0,7.0,0.2,1.0,4.0,0.0,19.0,3.0,1.0,3.0,0.0,0.0,3892.0,9156615,17.0,256.0,2.0
4311,974,14.0,672.0,11.0,0.0,95.0,1143.0,17.0,8.0,0.9,0.0,0.0,0.0,14.0,0.0,1.0,4.0,0.0,1.0,667.0,9156615,54.0,578.0,0.5
4317,1290,4.0,912.0,11.0,1.0,84.0,1310.0,8.0,4.0,0.4,1.0,6.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,851.0,9156615,46.0,995.0,2.8
4320,823,13.0,1593.0,0.0,1.0,130.0,1336.0,15.0,13.0,0.7,1.0,0.0,1.0,13.0,1.0,1.0,8.0,1.0,0.0,1354.0,9156615,52.0,761.0,1.0
4323,2395,2.0,973.0,16.0,1.0,190.0,1816.0,6.0,4.0,0.2,0.0,5.0,1.0,2.0,2.0,1.0,7.0,0.0,0.0,2977.0,9156615,57.0,457.0,1.5
4324,2149,7.0,708.0,7.0,1.0,195.0,654.0,6.0,5.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2169.0,9156615,63.0,78.0,2.7
4327,2338,14.0,609.0,4.0,1.0,93.0,1948.0,11.0,10.0,0.3,1.0,3.0,0.0,14.0,1.0,0.0,4.0,1.0,0.0,1866.0,9156615,26.0,938.0,0.5
4333,1008,7.0,1977.0,6.0,0.0,173.0,1356.0,8.0,2.0,0.4,0.0,2.0,0.0,7.0,3.0,0.0,8.0,0.0,1.0,2641.0,9156615,31.0,1145.0,1.3
4335,1690,2.0,1606.0,0.0,1.0,200.0,770.0,11.0,1.0,0.9,0.0,0.0,1.0,2.0,3.0,1.0,5.0,0.0,1.0,3437.0,9156615,33.0,157.0,0.5
4340,1390,6.0,1726.0,3.0,1.0,106.0,1804.0,16.0,7.0,0.6,0.0,1.0,1.0,6.0,2.0,1.0,5.0,0.0,0.0,1868.0,9156615,42.0,1221.0,1.9
4341,1991,20.0,1882.0,19.0,1.0,113.0,743.0,19.0,8.0,0.8,1.0,11.0,1.0,20.0,3.0,0.0,8.0,0.0,0.0,3579.0,9156615,44.0,4.0,2.0
4367,997,12.0,1068.0,9.0,1.0,197.0,875.0,19.0,12.0,0.9,1.0,0.0,1.0,12.0,0.0,0.0,8.0,0.0,1.0,1209.0,9156615,19.0,322.0,0.5
4368,2361,18.0,660.0,10.0,1.0,111.0,1178.0,6.0,5.0,0.5,1.0,5.0,1.0,18.0,0.0,0.0,2.0,1.0,0.0,588.0,9156615,40.0,262.0,0.5
4370,585,6.0,739.0,4.0,1.0,88.0,1536.0,7.0,6.0,0.1,0.0,2.0,1.0,6.0,0.0,1.0,3.0,1.0,1.0,475.0,9156615,58.0,1052.0,2.3
4372,2215,7.0,508.0,8.0,1.0,94.0,557.0,13.0,12.0,0.3,0.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,663.0,9156615,42.0,39.0,0.8
4379,2409,6.0,1281.0,6.0,0.0,148.0,1617.0,12.0,1.0,0.3,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1129.0,9156615,28.0,1285.0,2.3
4381,691,15.0,1486.0,15.0,0.0,85.0,1747.0,13.0,1.0,0.1,1.0,7.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,297.0,9156615,52.0,1430.0,2.6
4385,649,16.0,709.0,0.0,0.0,136.0,1596.0,12.0,9.0,0.1,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1973.0,9156615,35.0,1545.0,2.0
4393,803,3.0,880.0,19.0,1.0,198.0,660.0,6.0,4.0,0.6,0.0,2.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,3006.0,9156615,6.0,632.0,1.7
4397,502,2.0,1661.0,2.0,1.0,109.0,1337.0,9.0,8.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,864.0,9156615,6.0,594.0,0.8
4398,25,7.0,961.0,3.0,1.0,114.0,1434.0,18.0,9.0,0.6,1.0,0.0,1.0,7.0,2.0,1.0,8.0,1.0,1.0,2782.0,9156615,57.0,291.0,1.4
4401,157,11.0,1224.0,18.0,1.0,109.0,826.0,10.0,0.0,0.4,1.0,16.0,1.0,11.0,0.0,0.0,6.0,1.0,0.0,506.0,9156615,6.0,747.0,0.5
4429,2371,6.0,1313.0,6.0,0.0,105.0,1308.0,11.0,10.0,0.4,1.0,4.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,3791.0,9156615,9.0,416.0,1.8
4436,327,7.0,1995.0,15.0,0.0,129.0,1104.0,15.0,11.0,0.2,1.0,6.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1322.0,9156615,26.0,649.0,0.5
4446,1376,3.0,539.0,2.0,1.0,86.0,967.0,7.0,4.0,0.5,1.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,1326.0,9156615,24.0,958.0,2.0
4448,389,19.0,1712.0,12.0,1.0,137.0,1126.0,16.0,1.0,0.5,0.0,1.0,0.0,19.0,3.0,0.0,7.0,0.0,0.0,3652.0,9156615,63.0,747.0,1.4
4459,2463,9.0,935.0,12.0,1.0,155.0,1087.0,10.0,4.0,0.1,0.0,3.0,1.0,9.0,2.0,1.0,5.0,1.0,1.0,2473.0,9156615,58.0,639.0,0.5
4465,1956,3.0,555.0,12.0,0.0,163.0,1010.0,19.0,14.0,0.2,1.0,2.0,0.0,3.0,0.0,1.0,5.0,1.0,1.0,343.0,9156615,17.0,956.0,0.5
4469,417,19.0,651.0,4.0,1.0,176.0,858.0,14.0,9.0,0.2,1.0,2.0,1.0,19.0,1.0,1.0,5.0,0.0,1.0,2244.0,9156615,63.0,548.0,0.8
4472,1870,19.0,1234.0,15.0,0.0,174.0,725.0,12.0,9.0,0.9,0.0,8.0,0.0,19.0,2.0,0.0,6.0,1.0,1.0,3351.0,9156615,17.0,209.0,1.7
4474,2405,4.0,1992.0,15.0,1.0,100.0,1596.0,9.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,606.0,9156615,57.0,1552.0,1.6
4485,1722,18.0,1831.0,14.0,1.0,148.0,1113.0,10.0,5.0,0.2,0.0,3.0,1.0,18.0,2.0,1.0,7.0,0.0,0.0,2460.0,9156615,44.0,437.0,2.3
4493,1793,5.0,1299.0,6.0,1.0,83.0,908.0,19.0,8.0,0.5,0.0,0.0,0.0,5.0,1.0,1.0,6.0,1.0,1.0,1938.0,9156615,64.0,46.0,2.8
4494,1141,15.0,1923.0,4.0,1.0,86.0,1264.0,9.0,2.0,1.0,1.0,3.0,0.0,15.0,2.0,0.0,4.0,0.0,0.0,2479.0,9156615,24.0,874.0,1.3
4501,2160,15.0,767.0,10.0,0.0,175.0,1517.0,10.0,0.0,0.7,1.0,4.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,527.0,9156615,28.0,344.0,1.5
4504,1893,5.0,721.0,18.0,1.0,102.0,1255.0,10.0,0.0,0.2,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,3606.0,9156615,15.0,655.0,2.7
4511,398,15.0,1323.0,12.0,1.0,131.0,619.0,10.0,0.0,0.2,1.0,10.0,1.0,15.0,1.0,1.0,4.0,1.0,1.0,1892.0,9156615,28.0,162.0,2.5
4515,2232,12.0,803.0,1.0,0.0,106.0,935.0,18.0,15.0,0.3,1.0,0.0,0.0,12.0,2.0,0.0,4.0,0.0,1.0,2801.0,9156615,18.0,627.0,0.8
4523,444,13.0,1631.0,12.0,1.0,198.0,1905.0,13.0,5.0,0.1,0.0,2.0,1.0,13.0,0.0,0.0,7.0,0.0,1.0,301.0,9156615,3.0,177.0,0.9
4544,263,15.0,767.0,10.0,0.0,175.0,1517.0,10.0,0.0,0.7,1.0,4.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,527.0,9156615,28.0,344.0,1.5
4552,1437,18.0,1933.0,9.0,0.0,154.0,1473.0,14.0,2.0,0.5,1.0,1.0,0.0,18.0,0.0,0.0,3.0,0.0,1.0,838.0,9156615,16.0,229.0,2.8
4554,2172,15.0,1220.0,8.0,1.0,125.0,1933.0,19.0,11.0,0.5,1.0,3.0,0.0,15.0,2.0,0.0,4.0,1.0,0.0,2589.0,9156615,62.0,403.0,2.9
4556,2391,7.0,1210.0,0.0,0.0,93.0,1462.0,17.0,9.0,0.1,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,2394.0,9156615,63.0,1177.0,0.5
4580,1626,11.0,841.0,14.0,1.0,81.0,675.0,6.0,5.0,0.3,1.0,6.0,1.0,11.0,0.0,0.0,5.0,0.0,0.0,957.0,9156615,11.0,125.0,0.5
4584,2444,13.0,1358.0,1.0,1.0,147.0,1635.0,14.0,10.0,0.6,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,440.0,9156615,60.0,889.0,1.7
4585,439,3.0,1469.0,0.0,0.0,123.0,1133.0,8.0,1.0,0.7,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1052.0,9156615,8.0,398.0,2.1
4587,1638,8.0,667.0,7.0,0.0,185.0,1947.0,11.0,8.0,0.8,1.0,3.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,2528.0,9156615,8.0,1015.0,2.6
4588,863,6.0,1425.0,14.0,1.0,127.0,1897.0,13.0,2.0,0.7,1.0,9.0,1.0,6.0,0.0,0.0,8.0,1.0,0.0,590.0,9156615,35.0,150.0,1.2
4591,2414,14.0,793.0,15.0,1.0,133.0,1935.0,17.0,13.0,0.9,1.0,5.0,1.0,14.0,2.0,0.0,2.0,1.0,1.0,2332.0,9156615,30.0,1858.0,1.0
4601,1615,18.0,1086.0,19.0,1.0,135.0,1976.0,17.0,1.0,0.1,1.0,0.0,1.0,18.0,3.0,0.0,8.0,1.0,0.0,3930.0,9156615,24.0,1874.0,2.7
4635,2124,13.0,1151.0,1.0,0.0,128.0,1560.0,18.0,8.0,0.6,1.0,0.0,0.0,13.0,2.0,1.0,8.0,0.0,1.0,2377.0,9156615,31.0,1022.0,2.9
4640,1761,9.0,1329.0,6.0,1.0,198.0,682.0,11.0,10.0,0.6,1.0,5.0,1.0,9.0,1.0,1.0,8.0,0.0,0.0,2308.0,9156615,23.0,380.0,1.7
4642,698,8.0,1940.0,7.0,0.0,93.0,858.0,14.0,6.0,0.7,1.0,4.0,0.0,8.0,2.0,1.0,5.0,0.0,1.0,2297.0,9156615,17.0,112.0,0.9
4643,1011,18.0,772.0,10.0,0.0,100.0,1471.0,13.0,6.0,0.1,1.0,7.0,0.0,18.0,0.0,0.0,2.0,1.0,1.0,929.0,9156615,6.0,741.0,2.6
4647,754,20.0,1092.0,10.0,0.0,185.0,1424.0,12.0,3.0,0.8,1.0,8.0,0.0,20.0,1.0,0.0,1.0,1.0,1.0,1303.0,9156615,45.0,1404.0,2.7
4648,525,18.0,1589.0,16.0,1.0,100.0,1759.0,16.0,8.0,0.1,0.0,3.0,1.0,18.0,3.0,1.0,8.0,1.0,0.0,3970.0,9156615,26.0,1673.0,1.4
4649,142,17.0,1537.0,5.0,1.0,137.0,1131.0,18.0,17.0,0.3,1.0,4.0,1.0,17.0,3.0,1.0,1.0,1.0,0.0,3685.0,9156615,43.0,839.0,2.5
4660,440,8.0,1310.0,9.0,0.0,135.0,889.0,16.0,0.0,0.9,0.0,6.0,0.0,8.0,0.0,1.0,8.0,0.0,1.0,1175.0,9156615,57.0,449.0,2.3
4662,307,17.0,1751.0,20.0,0.0,178.0,564.0,8.0,6.0,0.6,0.0,6.0,0.0,17.0,2.0,0.0,6.0,1.0,1.0,2969.0,9156615,8.0,170.0,0.5
4670,2308,10.0,1572.0,8.0,1.0,157.0,1937.0,12.0,8.0,0.2,0.0,0.0,1.0,10.0,3.0,0.0,7.0,0.0,0.0,2462.0,9156615,58.0,1109.0,0.6
4674,1147,14.0,1851.0,11.0,1.0,198.0,1967.0,7.0,6.0,0.9,0.0,3.0,1.0,14.0,0.0,1.0,6.0,1.0,1.0,735.0,9156615,12.0,293.0,1.9
4694,917,11.0,904.0,4.0,1.0,168.0,507.0,15.0,12.0,0.4,0.0,3.0,1.0,11.0,0.0,0.0,3.0,0.0,0.0,1360.0,9156615,35.0,42.0,1.8
4710,1754,17.0,1086.0,1.0,1.0,111.0,1150.0,11.0,5.0,0.2,1.0,0.0,1.0,17.0,2.0,1.0,6.0,0.0,1.0,3285.0,9156615,43.0,56.0,1.7
4717,1230,4.0,697.0,6.0,1.0,173.0,1477.0,12.0,6.0,0.4,1.0,5.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,259.0,9156615,20.0,478.0,2.7
4724,345,13.0,654.0,4.0,1.0,196.0,1898.0,17.0,4.0,0.7,0.0,0.0,1.0,13.0,1.0,1.0,4.0,0.0,0.0,1036.0,9156615,52.0,1715.0,1.3
4752,87,4.0,1083.0,11.0,1.0,178.0,1118.0,13.0,3.0,0.8,0.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,3210.0,9156615,64.0,1025.0,2.9
4762,2112,8.0,1987.0,7.0,1.0,181.0,1516.0,18.0,5.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,3.0,1.0,0.0,3117.0,9156615,53.0,1052.0,0.5
4763,139,9.0,523.0,2.0,0.0,155.0,1042.0,9.0,1.0,0.1,1.0,1.0,0.0,9.0,0.0,0.0,8.0,0.0,1.0,1427.0,9156615,14.0,304.0,2.6
4765,952,10.0,1444.0,16.0,0.0,104.0,917.0,14.0,9.0,0.4,0.0,9.0,0.0,10.0,3.0,1.0,7.0,0.0,0.0,3764.0,9156615,38.0,624.0,2.1
4766,1563,13.0,911.0,2.0,1.0,182.0,763.0,8.0,4.0,0.5,1.0,1.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,2638.0,9156615,28.0,157.0,2.2
4772,1998,19.0,1512.0,5.0,1.0,145.0,670.0,18.0,10.0,0.1,1.0,4.0,1.0,19.0,0.0,0.0,5.0,1.0,0.0,869.0,9156615,46.0,336.0,0.9
4778,521,11.0,1128.0,10.0,1.0,135.0,1582.0,5.0,0.0,0.9,0.0,9.0,1.0,11.0,1.0,1.0,8.0,0.0,0.0,1434.0,9156615,46.0,751.0,1.1
4780,956,9.0,862.0,14.0,1.0,107.0,1977.0,9.0,4.0,0.1,1.0,9.0,1.0,9.0,3.0,0.0,8.0,1.0,0.0,3458.0,9156615,6.0,829.0,2.3
4795,2120,13.0,1452.0,11.0,1.0,123.0,1040.0,12.0,10.0,0.9,0.0,1.0,1.0,13.0,2.0,1.0,6.0,0.0,1.0,2669.0,9156615,25.0,42.0,0.5
4799,1526,16.0,963.0,3.0,1.0,156.0,821.0,12.0,6.0,0.8,0.0,1.0,1.0,16.0,2.0,0.0,3.0,0.0,0.0,2722.0,9156615,60.0,742.0,0.5
4809,827,13.0,1628.0,8.0,1.0,101.0,643.0,16.0,10.0,0.9,0.0,5.0,1.0,13.0,3.0,0.0,6.0,0.0,0.0,3361.0,9156615,33.0,412.0,0.5
4817,1226,9.0,603.0,16.0,0.0,126.0,1057.0,13.0,1.0,0.7,0.0,3.0,0.0,9.0,3.0,1.0,3.0,1.0,1.0,3703.0,9156615,35.0,692.0,2.5
4827,2239,18.0,1989.0,15.0,1.0,193.0,682.0,7.0,0.0,0.1,1.0,8.0,0.0,18.0,2.0,1.0,8.0,0.0,1.0,2369.0,9156615,17.0,629.0,2.9
4828,2177,9.0,1733.0,20.0,1.0,119.0,527.0,17.0,16.0,1.0,0.0,3.0,1.0,9.0,3.0,1.0,6.0,0.0,0.0,3576.0,9156615,36.0,357.0,2.8
4834,704,11.0,1358.0,0.0,0.0,135.0,1655.0,5.0,1.0,0.6,0.0,0.0,0.0,11.0,3.0,0.0,7.0,1.0,1.0,3406.0,9156615,20.0,1485.0,2.5
4835,1646,8.0,855.0,3.0,1.0,159.0,1196.0,16.0,8.0,0.5,1.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,0.0,1875.0,9156615,59.0,1028.0,0.5
4838,777,7.0,1786.0,10.0,1.0,161.0,1671.0,9.0,3.0,0.7,1.0,9.0,1.0,7.0,3.0,0.0,7.0,1.0,0.0,2764.0,9156615,58.0,231.0,0.5
4841,554,10.0,1454.0,10.0,1.0,160.0,1100.0,14.0,10.0,0.2,1.0,6.0,1.0,10.0,0.0,1.0,4.0,1.0,0.0,719.0,9156615,21.0,186.0,1.6
4855,1407,8.0,1617.0,10.0,1.0,111.0,1079.0,19.0,10.0,0.7,1.0,1.0,1.0,8.0,2.0,0.0,2.0,1.0,0.0,2754.0,9156615,63.0,274.0,1.5
4861,2342,6.0,1087.0,9.0,1.0,166.0,589.0,14.0,6.0,0.3,0.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,690.0,9156615,16.0,295.0,1.3
4879,66,4.0,1358.0,14.0,1.0,155.0,1858.0,9.0,4.0,0.3,1.0,11.0,1.0,4.0,3.0,1.0,4.0,0.0,0.0,3068.0,9156615,36.0,1565.0,0.5
